session_id,visitor_id,site_id,timestamp,device,source,converted,session_duration,pages_viewed,bounce_rate,scroll_depth,clicks,events_count,revenue,is_bot,is_fraud
s_002917,u_000506,site_001,2026-04-01 17:27:00,desktop,direct,False,128,2,0,38,12,8,0,True,False
s_002918,u_000645,site_001,2026-04-01 05:06:32,mobile,direct,False,239,5,0,21,3,10,0,False,False
s_002919,u_001344,site_001,2026-04-01 20:24:22,tablet,google,False,374,1,1,48,11,16,0,True,False
s_002920,u_000124,site_001,2026-04-01 13:15:35,tablet,linkedin,False,486,5,0,62,10,1,0,False,False
s_002921,u_000272,site_001,2026-04-01 16:47:43,tablet,google,False,286,6,0,10,1,3,0,False,False
s_002922,u_001264,site_002,2026-04-01 17:43:15,desktop,linkedin,False,419,4,0,78,10,3,0,False,False
s_002923,u_000760,site_001,2026-04-01 19:07:48,desktop,google,False,321,5,0,57,3,4,0,False,False
s_002924,u_001259,site_002,2026-04-01 05:24:34,tablet,instagram,False,328,2,0,36,9,4,0,False,False
s_002925,u_001108,site_002,2026-04-01 03:25:30,tablet,instagram,False,33,1,1,42,4,5,0,False,False
s_002926,u_001164,site_002,2026-04-01 04:43:31,mobile,linkedin,False,485,2,0,97,8,7,0,False,False
s_002927,u_002519,site_001,2026-04-01 12:58:15,desktop,direct,False,167,2,0,60,1,5,0,False,False
s_002928,u_000448,site_001,2026-04-01 06:42:57,mobile,direct,False,15,1,1,100,10,6,0,False,False
s_002929,u_001751,site_002,2026-04-01 14:44:49,tablet,linkedin,True,492,3,0,100,10,2,212,False,False
s_002930,u_002859,site_002,2026-04-01 08:32:58,tablet,instagram,False,600,6,0,65,6,15,0,False,False
s_002931,u_001466,site_002,2026-04-01 21:59:42,desktop,direct,False,30,6,0,25,0,2,0,False,False
s_002932,u_000163,site_002,2026-04-01 08:03:57,desktop,instagram,False,385,1,1,88,10,3,0,False,False
s_002933,u_001700,site_002,2026-04-01 12:16:36,desktop,instagram,False,14,4,0,65,10,2,0,False,False
s_002934,u_001955,site_002,2026-04-01 15:43:39,tablet,facebook,False,557,5,0,98,8,2,0,False,False
s_002935,u_001685,site_002,2026-04-01 13:17:36,tablet,linkedin,False,218,2,0,55,5,3,0,False,False
s_002936,u_001338,site_002,2026-04-01 04:12:31,desktop,linkedin,False,184,2,0,90,3,17,0,False,False
s_002937,u_000437,site_002,2026-04-01 11:25:02,mobile,linkedin,False,104,1,1,59,1,10,0,False,False
s_002938,u_000978,site_001,2026-04-01 11:26:22,mobile,facebook,False,384,1,1,18,9,10,0,False,False
s_002939,u_001819,site_002,2026-04-01 08:36:26,tablet,direct,False,322,5,0,85,12,14,0,True,False
s_002940,u_000185,site_002,2026-04-01 00:02:23,tablet,linkedin,False,208,2,0,74,4,12,0,False,False
s_002941,u_002985,site_001,2026-04-01 08:29:59,desktop,direct,True,583,4,0,25,4,18,276,False,False
s_002942,u_001548,site_002,2026-04-01 20:12:39,desktop,direct,False,556,6,0,80,1,8,0,False,False
s_002943,u_002598,site_001,2026-04-01 18:35:35,mobile,instagram,False,260,1,1,54,10,5,0,False,False
s_002944,u_001924,site_001,2026-04-01 00:56:14,desktop,linkedin,True,286,4,0,50,6,7,409,False,False
s_002945,u_002997,site_001,2026-04-01 07:48:06,mobile,google,False,42,6,0,11,10,16,0,False,False
s_002946,u_000694,site_002,2026-04-01 16:03:43,tablet,direct,False,522,5,0,39,5,16,0,False,False
s_002947,u_001066,site_001,2026-04-01 14:02:52,mobile,google,False,223,3,0,87,0,12,0,False,False
s_002948,u_001443,site_002,2026-04-01 20:07:56,desktop,facebook,True,177,6,0,95,11,15,271,True,False
s_002949,u_000138,site_002,2026-04-01 08:20:22,mobile,direct,False,565,1,1,18,4,12,0,False,False
s_002950,u_000402,site_002,2026-04-01 12:44:01,desktop,direct,False,314,3,0,79,9,15,0,False,False
s_002951,u_002890,site_001,2026-04-01 19:55:16,tablet,instagram,False,20,5,0,99,4,2,0,False,False
s_002952,u_002016,site_001,2026-04-01 15:46:51,tablet,facebook,False,272,2,0,20,3,5,0,False,False
s_002953,u_002531,site_002,2026-04-01 14:53:48,tablet,direct,False,151,4,0,26,9,13,0,False,False
s_002954,u_000794,site_002,2026-04-01 16:01:18,desktop,google,False,483,3,0,37,12,20,0,True,False
s_002955,u_002096,site_002,2026-04-01 14:42:23,mobile,instagram,False,371,4,0,35,2,6,0,False,False
s_002956,u_001566,site_001,2026-04-01 07:46:38,mobile,linkedin,False,123,3,0,64,1,19,0,False,False
s_002957,u_001230,site_002,2026-04-01 16:22:08,mobile,instagram,False,288,1,1,91,1,10,0,False,False
s_002958,u_002210,site_002,2026-04-01 09:41:30,tablet,linkedin,False,336,1,1,70,7,2,0,False,False
s_002959,u_002246,site_002,2026-04-01 02:22:48,desktop,linkedin,False,174,3,0,34,2,17,0,False,False
s_002960,u_001288,site_002,2026-04-01 10:17:19,tablet,facebook,False,66,4,0,65,6,20,0,False,False
s_002961,u_000228,site_001,2026-04-01 20:05:13,tablet,linkedin,False,207,4,0,92,3,5,0,False,False
s_002962,u_001893,site_002,2026-04-01 04:49:21,mobile,instagram,False,78,4,0,97,6,20,0,False,False
s_002963,u_002901,site_002,2026-04-01 21:47:11,tablet,google,False,199,1,1,22,1,17,0,False,False
s_002964,u_002926,site_002,2026-04-01 06:51:18,desktop,linkedin,False,550,2,0,42,7,9,0,False,False
s_002965,u_000100,site_001,2026-04-01 07:51:46,desktop,direct,False,185,3,0,85,10,6,0,False,False
s_002966,u_001823,site_001,2026-04-01 02:51:52,tablet,google,False,561,2,0,55,10,14,0,False,False
s_002967,u_002560,site_002,2026-04-01 22:59:20,mobile,facebook,False,489,3,0,50,9,1,0,False,False
s_002968,u_001170,site_001,2026-04-01 23:06:09,tablet,instagram,False,556,3,0,65,10,20,0,False,False
s_002969,u_000272,site_002,2026-04-01 15:32:02,tablet,instagram,False,374,2,0,23,12,16,0,True,False
s_002970,u_002780,site_002,2026-04-01 14:43:08,desktop,linkedin,False,120,5,0,96,11,10,0,True,False
s_002971,u_000608,site_001,2026-04-01 21:46:07,mobile,direct,False,393,2,0,52,11,19,0,True,False
s_002972,u_001138,site_001,2026-04-01 21:32:05,tablet,instagram,False,594,1,1,62,9,12,0,False,False
s_002973,u_002714,site_001,2026-04-01 11:58:47,desktop,google,False,435,3,0,49,9,17,0,False,False
s_002974,u_001627,site_002,2026-04-01 10:12:52,tablet,google,False,62,6,0,97,2,10,0,False,False
s_002975,u_001148,site_002,2026-04-01 00:34:54,tablet,instagram,False,102,3,0,55,2,17,0,False,False
s_002976,u_000202,site_001,2026-04-01 08:00:42,tablet,google,True,431,5,0,61,10,12,382,False,False
s_002977,u_001948,site_001,2026-04-01 01:54:05,desktop,google,False,291,4,0,74,6,8,0,False,False
s_002978,u_000749,site_002,2026-04-01 13:52:52,tablet,google,False,393,5,0,72,8,20,0,False,False
s_002979,u_000694,site_002,2026-04-01 00:45:55,mobile,direct,False,377,4,0,44,10,2,0,False,False
s_002980,u_000394,site_001,2026-04-01 20:38:48,mobile,facebook,False,490,1,1,11,5,3,0,False,False
s_002981,u_001855,site_002,2026-04-01 09:25:45,mobile,facebook,False,176,3,0,81,1,10,0,False,False
s_002982,u_000281,site_002,2026-04-01 21:57:15,tablet,facebook,True,401,5,0,59,4,13,438,False,False
s_002983,u_002786,site_002,2026-04-01 03:22:54,tablet,direct,True,242,3,0,48,5,13,198,False,False
s_002984,u_002110,site_001,2026-04-01 14:43:34,mobile,google,False,387,1,1,51,1,1,0,False,False
s_002985,u_000132,site_002,2026-04-01 04:31:20,desktop,instagram,True,315,4,0,96,5,3,314,False,False
s_002986,u_001336,site_002,2026-04-01 17:57:43,mobile,direct,True,487,4,0,66,7,14,333,False,False
s_002987,u_002080,site_001,2026-04-01 22:13:08,desktop,google,False,333,5,0,76,10,5,0,False,False
s_002988,u_001586,site_001,2026-04-01 05:17:47,desktop,linkedin,True,164,4,0,77,4,17,465,False,False
s_002989,u_001563,site_001,2026-04-01 03:24:40,desktop,google,False,354,5,0,92,4,6,0,False,False
s_002990,u_001643,site_001,2026-04-01 02:45:20,mobile,direct,False,595,5,0,40,6,1,0,False,False
s_002991,u_001496,site_001,2026-04-01 20:40:23,desktop,linkedin,False,140,1,1,18,7,17,0,False,False
s_002992,u_001966,site_001,2026-04-01 02:37:35,tablet,linkedin,False,55,4,0,76,6,5,0,False,False
s_002993,u_001017,site_001,2026-04-01 06:46:22,tablet,google,False,64,1,1,55,4,18,0,False,False
s_002994,u_001581,site_002,2026-04-01 08:33:53,tablet,facebook,False,12,1,1,76,8,10,0,False,False
s_002995,u_000394,site_001,2026-04-01 03:53:06,mobile,direct,True,145,4,0,82,10,8,175,False,False
s_002996,u_000290,site_002,2026-04-01 19:26:20,mobile,direct,False,460,5,0,63,10,10,0,False,False
s_002997,u_001272,site_002,2026-04-01 08:43:46,mobile,facebook,False,554,3,0,76,1,20,0,False,False
s_002998,u_000986,site_001,2026-04-01 04:04:50,desktop,instagram,False,501,6,0,86,6,16,0,False,False
s_002999,u_000125,site_001,2026-04-01 23:02:01,tablet,google,False,559,2,0,44,3,6,0,False,False
s_003000,u_001445,site_001,2026-04-01 01:56:35,desktop,instagram,False,340,1,1,58,10,8,0,False,False
s_003001,u_000838,site_002,2026-04-01 14:20:09,tablet,direct,False,462,1,1,79,11,19,0,True,False
s_003002,u_000435,site_001,2026-04-01 07:48:15,desktop,direct,False,13,4,0,18,1,1,0,False,False
s_003003,u_001064,site_001,2026-04-01 10:15:53,mobile,direct,False,411,5,0,25,3,5,0,False,False
s_003004,u_000680,site_002,2026-04-01 23:24:00,tablet,direct,False,93,5,0,65,5,3,0,False,False
s_003005,u_001274,site_001,2026-04-01 11:54:45,tablet,linkedin,False,88,4,0,97,1,19,0,False,False
s_003006,u_002451,site_002,2026-04-01 12:14:26,tablet,direct,False,118,2,0,77,12,9,0,True,False
s_003007,u_000531,site_001,2026-04-01 10:01:40,tablet,facebook,True,199,3,0,48,4,1,261,False,False
s_003008,u_001791,site_001,2026-04-01 20:08:38,mobile,facebook,False,12,2,0,34,4,20,0,False,False
s_003009,u_002012,site_001,2026-04-01 03:42:25,desktop,instagram,False,512,4,0,25,1,6,0,False,False
s_003010,u_001053,site_002,2026-04-01 13:06:40,mobile,direct,False,336,2,0,83,6,12,0,False,False
s_003011,u_002205,site_001,2026-04-01 23:25:58,tablet,instagram,True,438,6,0,37,5,11,240,False,False
s_003012,u_002340,site_002,2026-04-01 01:27:25,mobile,facebook,False,379,2,0,80,0,14,0,False,False
s_003013,u_002255,site_001,2026-04-01 15:56:45,desktop,linkedin,False,534,6,0,56,1,14,0,False,False
s_003014,u_002966,site_001,2026-04-01 07:29:57,mobile,linkedin,False,285,5,0,58,8,18,0,False,False
s_003015,u_001987,site_002,2026-04-01 01:15:41,tablet,instagram,False,332,3,0,34,5,16,0,False,False
s_003016,u_000127,site_001,2026-04-01 03:21:54,tablet,facebook,False,509,6,0,89,4,18,0,False,False
s_003017,u_001081,site_002,2026-04-01 03:21:11,desktop,google,True,186,6,0,48,7,18,233,False,False
s_003018,u_002835,site_002,2026-04-01 21:06:30,mobile,instagram,False,6,3,0,25,11,3,0,True,False
s_003019,u_002584,site_001,2026-04-01 10:58:51,desktop,google,False,36,3,0,61,9,9,0,False,False
s_003020,u_002441,site_002,2026-04-01 13:35:09,tablet,facebook,False,306,2,0,94,8,4,0,False,False
s_003021,u_001347,site_001,2026-04-01 08:42:57,desktop,facebook,False,242,5,0,86,7,9,0,False,False
s_003022,u_001593,site_001,2026-04-01 15:49:19,tablet,google,False,502,2,0,44,9,10,0,False,False
s_003023,u_001485,site_001,2026-04-01 02:38:58,tablet,instagram,False,417,3,0,55,12,15,0,True,False
s_003024,u_002154,site_001,2026-04-01 07:03:07,desktop,direct,False,598,4,0,34,3,16,0,False,False
s_003025,u_002891,site_001,2026-04-01 11:07:22,mobile,linkedin,True,269,6,0,43,11,8,354,True,False
s_003026,u_001151,site_002,2026-04-01 06:06:08,desktop,linkedin,False,222,3,0,38,4,6,0,False,False
s_003027,u_001978,site_001,2026-04-01 19:27:35,mobile,direct,False,84,2,0,30,4,15,0,False,False
s_003028,u_000794,site_001,2026-04-01 17:36:20,desktop,instagram,False,170,3,0,56,4,4,0,False,False
s_003029,u_002668,site_002,2026-04-01 09:56:14,mobile,instagram,False,190,6,0,80,8,16,0,False,False
s_003030,u_000033,site_002,2026-04-01 06:44:59,mobile,direct,False,268,1,1,32,11,4,0,True,False
s_003031,u_002749,site_001,2026-04-01 02:51:05,mobile,linkedin,False,384,4,0,48,12,2,0,True,False
s_003032,u_001323,site_002,2026-04-01 09:46:29,mobile,google,False,268,2,0,25,7,19,0,False,False
s_003033,u_001307,site_001,2026-04-01 16:51:16,desktop,instagram,False,435,5,0,10,3,2,0,False,False
s_003034,u_002782,site_002,2026-04-01 00:53:17,tablet,facebook,False,239,1,1,96,10,5,0,False,False
s_003035,u_002971,site_001,2026-04-01 19:09:51,mobile,instagram,False,467,5,0,83,5,12,0,False,False
s_003036,u_002586,site_001,2026-04-01 07:22:26,mobile,google,False,567,1,1,18,12,4,0,True,False
s_003037,u_000207,site_001,2026-04-01 04:09:56,desktop,linkedin,False,339,4,0,79,7,18,0,False,False
s_003038,u_000672,site_001,2026-04-01 12:27:00,tablet,google,False,81,6,0,70,10,7,0,False,False
s_003039,u_000838,site_001,2026-04-01 01:01:42,mobile,google,True,526,4,0,63,9,2,405,False,False
s_003040,u_001998,site_002,2026-04-01 04:26:05,tablet,instagram,False,537,1,1,53,4,7,0,False,False
s_003041,u_001138,site_001,2026-04-01 05:39:32,desktop,instagram,False,178,2,0,31,3,15,0,False,False
s_003042,u_001084,site_002,2026-04-01 07:34:36,desktop,direct,False,86,3,0,92,0,13,0,False,False
s_003043,u_001905,site_002,2026-04-01 05:36:42,mobile,google,False,58,5,0,59,10,18,0,False,False
s_003044,u_000351,site_002,2026-04-01 18:45:45,desktop,direct,False,594,1,1,26,1,12,0,False,False
s_003045,u_001036,site_001,2026-04-01 09:54:07,tablet,direct,False,218,5,0,20,3,8,0,False,False
s_003046,u_002653,site_002,2026-04-01 11:45:12,mobile,instagram,False,255,2,0,41,2,5,0,False,False
s_003047,u_000538,site_001,2026-04-01 21:22:59,tablet,direct,False,504,3,0,13,4,1,0,False,False
s_003048,u_002144,site_002,2026-04-01 20:13:14,mobile,facebook,False,505,3,0,92,3,18,0,False,False
s_003049,u_002927,site_001,2026-04-01 15:43:23,mobile,direct,False,274,5,0,41,10,2,0,False,False
s_003050,u_002400,site_001,2026-04-01 06:55:16,desktop,linkedin,False,6,4,0,45,1,5,0,True,False
s_003051,u_002066,site_002,2026-04-01 17:03:42,tablet,direct,False,364,1,1,64,3,20,0,False,False
s_003052,u_002380,site_002,2026-04-01 23:55:17,tablet,direct,False,518,2,0,53,0,9,0,False,False
s_003053,u_001368,site_002,2026-04-01 19:53:27,desktop,instagram,False,12,6,0,63,9,20,0,False,False
s_003054,u_002161,site_001,2026-04-01 05:19:32,tablet,direct,False,584,2,0,30,1,1,0,False,False
s_003055,u_001582,site_001,2026-04-01 03:36:01,mobile,instagram,True,330,4,0,15,12,6,481,True,False
s_003056,u_001418,site_002,2026-04-01 18:38:09,tablet,linkedin,False,339,2,0,72,5,3,0,False,False
s_003057,u_000972,site_001,2026-04-01 11:54:48,tablet,linkedin,True,216,4,0,47,11,1,329,True,False
s_003058,u_002888,site_001,2026-04-01 08:17:03,desktop,instagram,False,334,6,0,80,8,8,0,False,False
s_003059,u_000314,site_001,2026-04-01 07:40:08,tablet,instagram,False,585,1,1,47,7,9,0,False,False
s_003060,u_000261,site_001,2026-04-01 22:30:41,mobile,direct,True,361,4,0,12,11,18,461,True,False
s_003061,u_002076,site_001,2026-04-01 23:54:53,tablet,direct,False,316,1,1,68,9,18,0,False,False
s_003062,u_001865,site_001,2026-04-01 16:15:30,desktop,instagram,True,582,6,0,31,9,7,345,False,False
s_003063,u_000531,site_001,2026-04-01 23:15:33,mobile,direct,False,524,6,0,54,10,5,0,False,False
s_003064,u_000869,site_002,2026-04-01 08:30:29,desktop,linkedin,False,256,4,0,91,8,10,0,False,False
s_003065,u_001521,site_002,2026-04-01 04:57:18,mobile,direct,False,165,6,0,16,10,18,0,False,False
s_003066,u_002236,site_002,2026-04-01 16:06:26,mobile,google,False,592,4,0,65,10,14,0,False,False
s_003067,u_002855,site_002,2026-04-01 11:15:49,tablet,facebook,False,144,5,0,53,2,4,0,False,False
s_003068,u_002423,site_002,2026-04-01 02:13:46,mobile,google,False,593,5,0,44,10,2,0,False,False
s_003069,u_001707,site_001,2026-04-01 07:57:38,desktop,direct,False,344,4,0,65,4,5,0,False,False
s_003070,u_002708,site_002,2026-04-01 04:00:13,mobile,instagram,False,308,2,0,85,7,10,0,False,False
s_003071,u_001273,site_001,2026-04-01 03:03:12,tablet,linkedin,False,219,5,0,62,11,15,0,True,False
s_003072,u_001099,site_002,2026-04-01 19:00:21,mobile,direct,False,81,2,0,19,6,8,0,False,False
s_003073,u_001385,site_002,2026-04-01 04:54:36,mobile,instagram,False,244,4,0,26,12,16,0,True,False
s_003074,u_000264,site_001,2026-04-01 01:04:51,tablet,google,False,386,3,0,96,12,14,0,True,False
s_003075,u_001430,site_001,2026-04-01 04:22:51,mobile,linkedin,False,483,3,0,59,10,8,0,False,False
s_003076,u_001553,site_002,2026-04-01 08:16:06,mobile,instagram,False,311,2,0,18,2,11,0,False,False
s_003077,u_001646,site_002,2026-04-01 02:42:18,tablet,facebook,False,34,6,0,27,4,3,0,False,False
s_003078,u_000796,site_001,2026-04-01 06:06:25,desktop,facebook,False,472,2,0,98,3,10,0,False,False
s_003079,u_000410,site_001,2026-04-01 08:01:05,desktop,instagram,False,229,3,0,11,8,20,0,False,False
s_003080,u_001443,site_001,2026-04-01 11:40:09,mobile,linkedin,False,174,2,0,32,7,18,0,False,False
s_003081,u_000413,site_002,2026-04-01 05:06:42,tablet,instagram,False,504,2,0,55,9,6,0,False,False
s_003082,u_002392,site_001,2026-04-01 01:32:26,mobile,linkedin,False,237,4,0,96,8,4,0,False,False
s_003083,u_002779,site_001,2026-04-01 14:38:31,mobile,facebook,False,155,3,0,48,7,12,0,False,False
s_003084,u_002499,site_001,2026-04-01 19:58:18,tablet,google,True,265,6,0,67,4,8,220,False,False
s_003085,u_002259,site_002,2026-04-01 11:30:53,desktop,facebook,False,486,3,0,41,12,14,0,True,False
s_003086,u_002857,site_002,2026-04-01 02:28:29,tablet,google,False,500,2,0,66,1,11,0,False,False
s_003087,u_002793,site_002,2026-04-01 12:27:02,desktop,direct,False,464,4,0,89,5,10,0,False,False
s_003088,u_001871,site_002,2026-04-01 07:21:28,mobile,direct,False,441,4,0,19,2,15,0,False,False
s_003089,u_002328,site_001,2026-04-01 00:00:37,mobile,facebook,False,477,3,0,14,2,10,0,False,False
s_003090,u_002208,site_002,2026-04-01 12:14:44,desktop,instagram,True,161,6,0,45,5,16,421,False,False
s_003091,u_000942,site_001,2026-04-01 02:51:19,tablet,linkedin,False,532,4,0,87,4,3,0,False,False
s_003092,u_000583,site_001,2026-04-01 03:41:08,tablet,linkedin,True,551,3,0,13,12,19,439,True,False
s_003093,u_001986,site_001,2026-04-01 04:54:43,tablet,direct,False,553,6,0,71,4,9,0,False,False
s_003094,u_001872,site_002,2026-04-01 00:29:33,tablet,direct,False,172,4,0,81,8,2,0,False,False
s_003095,u_000592,site_001,2026-04-01 18:50:07,desktop,facebook,False,429,3,0,55,1,18,0,False,False
s_003096,u_002930,site_002,2026-04-01 03:59:53,desktop,direct,False,54,1,1,80,8,15,0,False,False
s_003097,u_002274,site_001,2026-04-01 16:14:54,mobile,facebook,False,220,5,0,28,8,18,0,False,False
s_003098,u_002256,site_002,2026-04-01 19:54:41,desktop,instagram,False,83,6,0,14,9,16,0,False,False
s_003099,u_001240,site_001,2026-04-01 10:05:59,mobile,direct,False,226,6,0,45,1,7,0,False,False
s_003100,u_000675,site_002,2026-04-01 23:03:03,desktop,google,False,383,4,0,85,3,1,0,False,False
s_003101,u_000866,site_002,2026-04-01 21:00:01,mobile,google,False,526,3,0,35,2,1,0,False,False
s_003102,u_000222,site_002,2026-04-01 22:52:25,tablet,google,False,328,3,0,30,4,13,0,False,False
s_003103,u_002391,site_002,2026-04-01 05:52:12,tablet,instagram,True,408,4,0,21,5,6,349,False,False
s_003104,u_001661,site_001,2026-04-01 08:58:28,tablet,google,False,171,5,0,27,1,10,0,False,False
s_003105,u_001793,site_001,2026-04-01 09:45:21,tablet,instagram,False,441,5,0,83,3,20,0,False,False
s_003106,u_000897,site_002,2026-04-01 16:41:32,desktop,instagram,False,350,6,0,26,3,7,0,False,False
s_003107,u_001698,site_001,2026-04-01 14:49:40,tablet,google,False,440,6,0,96,5,17,0,False,False
s_003108,u_001784,site_002,2026-04-01 19:12:46,mobile,direct,False,568,2,0,26,2,1,0,False,False
s_003109,u_001323,site_001,2026-04-01 10:14:00,tablet,instagram,False,135,1,1,99,7,11,0,False,False
s_003110,u_002626,site_001,2026-04-01 03:37:32,mobile,linkedin,False,89,4,0,60,11,5,0,True,False
s_003111,u_000008,site_002,2026-04-01 01:32:46,mobile,facebook,False,172,5,0,33,1,5,0,False,False
s_003112,u_001396,site_002,2026-04-01 00:09:01,mobile,linkedin,False,76,3,0,10,11,8,0,True,False
s_003113,u_002356,site_002,2026-04-01 10:47:09,desktop,direct,False,490,6,0,29,9,3,0,False,False
s_003114,u_000391,site_002,2026-04-01 03:49:23,tablet,google,False,398,4,0,99,2,4,0,False,False
s_003115,u_000863,site_001,2026-04-01 07:37:12,desktop,linkedin,False,376,1,1,70,10,12,0,False,False
s_003116,u_001111,site_002,2026-04-01 09:36:04,desktop,google,False,491,5,0,38,6,8,0,False,False
s_003117,u_000706,site_001,2026-04-01 18:10:23,tablet,google,False,11,2,0,13,11,6,0,True,False
s_003118,u_000884,site_002,2026-04-01 11:50:53,desktop,facebook,False,383,2,0,69,0,2,0,False,False
s_003119,u_000329,site_002,2026-04-01 14:11:50,tablet,direct,False,386,4,0,24,9,4,0,False,False
s_003120,u_000422,site_002,2026-04-01 23:58:26,desktop,instagram,False,367,6,0,35,3,17,0,False,False
s_003121,u_002560,site_001,2026-04-01 11:05:19,tablet,facebook,True,155,4,0,26,4,4,422,False,False
s_003122,u_002796,site_001,2026-04-01 03:15:39,mobile,instagram,False,245,6,0,31,6,10,0,False,False
s_003123,u_000608,site_001,2026-04-01 22:59:09,desktop,google,False,37,3,0,33,10,2,0,False,False
s_003124,u_001058,site_002,2026-04-01 08:20:41,desktop,facebook,False,501,1,1,75,7,7,0,False,False
s_003125,u_000172,site_001,2026-04-01 08:39:35,desktop,instagram,True,598,3,0,80,9,6,163,False,False
s_003126,u_001658,site_002,2026-04-01 15:39:56,mobile,linkedin,False,290,2,0,40,8,2,0,False,False
s_003127,u_001069,site_001,2026-04-01 03:37:17,mobile,direct,False,37,6,0,70,10,4,0,False,False
s_003128,u_001697,site_002,2026-04-01 06:59:24,tablet,instagram,False,272,3,0,62,2,20,0,False,False
s_003129,u_002248,site_001,2026-04-01 02:37:55,tablet,facebook,False,11,5,0,96,11,20,0,True,False
s_003130,u_001830,site_002,2026-04-01 05:50:05,tablet,direct,False,225,3,0,25,3,4,0,False,False
s_003131,u_000366,site_002,2026-04-01 04:19:17,tablet,instagram,False,444,2,0,82,3,17,0,False,False
s_003132,u_000102,site_002,2026-04-01 03:02:19,mobile,google,False,483,4,0,28,10,18,0,False,False
s_003133,u_002663,site_001,2026-04-01 02:02:02,desktop,facebook,False,360,4,0,56,3,5,0,False,False
s_003134,u_002368,site_002,2026-04-01 23:15:51,desktop,google,True,140,5,0,54,10,18,341,False,False
s_003135,u_002217,site_002,2026-04-01 23:43:21,tablet,google,False,397,5,0,37,7,12,0,False,False
s_003136,u_002416,site_002,2026-04-01 23:55:11,desktop,google,False,344,2,0,35,5,8,0,False,False
s_003137,u_001126,site_001,2026-04-01 19:51:28,mobile,direct,False,425,2,0,99,4,9,0,False,False
s_003138,u_002941,site_002,2026-04-01 00:54:53,tablet,direct,False,105,4,0,100,0,15,0,False,False
s_003139,u_001840,site_002,2026-04-01 06:40:21,tablet,direct,False,281,2,0,20,8,20,0,False,False
s_003140,u_002710,site_002,2026-04-01 11:38:13,mobile,instagram,False,28,2,0,78,10,6,0,False,False
s_003141,u_000083,site_002,2026-04-01 00:35:02,tablet,instagram,False,35,5,0,27,9,5,0,False,False
s_003142,u_002168,site_002,2026-04-01 07:21:09,desktop,direct,False,502,2,0,89,12,5,0,True,False
s_003143,u_001038,site_001,2026-04-01 02:27:01,desktop,instagram,False,358,6,0,47,8,9,0,False,False
s_003144,u_001112,site_002,2026-04-01 23:08:14,mobile,instagram,True,419,4,0,30,5,2,227,False,False
s_003145,u_001623,site_002,2026-04-01 16:52:36,desktop,google,False,357,3,0,24,1,18,0,False,False
s_003146,u_002567,site_001,2026-04-01 14:59:12,mobile,direct,False,418,5,0,35,7,15,0,False,False
s_003147,u_001830,site_001,2026-04-01 20:53:49,desktop,linkedin,False,135,2,0,43,4,18,0,False,False
s_003148,u_001311,site_001,2026-04-01 13:34:22,tablet,linkedin,False,353,1,1,28,0,11,0,False,False
s_003149,u_000142,site_002,2026-04-01 21:30:42,tablet,linkedin,False,422,2,0,41,9,6,0,False,False
s_003150,u_000680,site_001,2026-04-01 20:51:01,desktop,facebook,False,107,6,0,12,4,6,0,False,False
s_003151,u_000179,site_002,2026-04-01 16:41:02,tablet,linkedin,False,276,5,0,68,11,10,0,True,False
s_003152,u_001788,site_002,2026-04-01 04:37:31,tablet,instagram,False,354,2,0,47,1,2,0,False,False
s_003153,u_001488,site_002,2026-04-01 20:19:55,tablet,facebook,False,320,1,1,43,12,12,0,True,False
s_003154,u_001380,site_001,2026-04-01 09:02:31,mobile,linkedin,False,383,1,1,20,1,15,0,False,False
s_003155,u_001926,site_002,2026-04-01 00:30:38,desktop,linkedin,True,463,5,0,77,12,18,51,True,False
s_003156,u_000865,site_002,2026-04-01 03:12:20,mobile,linkedin,False,279,1,1,23,3,8,0,False,False
s_003157,u_001182,site_001,2026-04-01 13:45:14,desktop,direct,False,542,2,0,41,11,5,0,True,False
s_003158,u_001551,site_001,2026-04-01 00:19:15,desktop,facebook,False,126,4,0,85,12,8,0,True,False
s_003159,u_001181,site_002,2026-04-01 07:30:53,desktop,direct,False,394,5,0,92,8,7,0,False,False
s_003160,u_002413,site_002,2026-04-01 13:51:40,desktop,instagram,False,374,3,0,50,0,8,0,False,False
s_003161,u_001114,site_002,2026-04-01 08:46:32,desktop,direct,False,167,5,0,83,8,12,0,False,False
s_003162,u_001812,site_002,2026-04-01 13:12:15,tablet,facebook,False,550,3,0,68,12,5,0,True,False
s_003163,u_000961,site_002,2026-04-01 09:36:43,desktop,google,False,523,4,0,12,10,19,0,False,False
s_003164,u_002762,site_002,2026-04-01 23:38:18,mobile,direct,False,514,1,1,90,11,11,0,True,False
s_003165,u_001658,site_001,2026-04-01 04:29:01,tablet,direct,False,319,4,0,82,0,15,0,False,False
s_003166,u_002233,site_001,2026-04-01 17:02:41,mobile,google,False,224,5,0,23,11,4,0,True,False
s_003167,u_001213,site_001,2026-04-01 14:50:45,tablet,google,False,384,2,0,85,9,7,0,False,False
s_003168,u_001059,site_002,2026-04-01 04:45:43,desktop,direct,True,392,4,0,67,7,19,344,False,False
s_003169,u_001811,site_002,2026-04-01 12:05:27,mobile,google,False,323,1,1,92,10,7,0,False,False
s_003170,u_001740,site_001,2026-04-01 03:02:48,mobile,facebook,False,325,3,0,97,9,18,0,False,False
s_003171,u_001018,site_001,2026-04-01 16:53:52,desktop,google,False,586,4,0,58,11,15,0,True,False
